dims:2
classes:4
1.1773,-0.8519,0,0,1,0
-1.0503,1.0211,1,0,0,0
0.9877,-0.7758,0,0,1,0
1.4177,-0.7271,0,0,1,0
-1.0764,0.7698,1,0,0,0
1.0329,-0.6492,0,0,1,0
-0.6438,-1.1374,0,0,0,1
-0.8864,0.8450,1,0,0,0
-1.0230,-0.8543,0,0,0,1
-1.6829,-0.8652,0,0,0,1
1.5868,-0.0654,0,0,1,0
-1.0402,0.7798,1,0,0,0
1.4517,0.6909,0,1,0,0
-1.2085,1.2397,1,0,0,0
1.5656,-1.3293,0,0,1,0
-0.5216,-1.1889,0,0,0,1
-0.7541,-0.8029,0,0,0,1
-1.3479,-1.2363,0,0,0,1
1.1384,0.9745,0,1,0,0
1.1162,0.7623,0,1,0,0
0.9032,0.9914,0,1,0,0
-0.9236,-0.9340,0,0,0,1
1.0077,-1.0658,0,0,1,0
-1.1664,0.6819,1,0,0,0
0.7483,-0.9062,0,0,1,0
-1.1576,-0.6962,0,0,0,1
-1.1945,-1.1032,0,0,0,1
-1.0015,-0.7242,0,0,0,1
0.8864,0.9457,0,1,0,0
0.8582,0.8190,0,1,0,0
1.4018,0.9300,0,1,0,0
-0.4989,-1.4714,0,0,0,1
0.8706,1.3108,0,1,0,0
1.2025,-0.8172,0,0,1,0
0.8114,0.5794,0,1,0,0
1.2939,0.8138,0,1,0,0
-1.6613,-0.9374,0,0,0,1
-0.9407,-1.1729,0,0,0,1
-0.9922,-0.8836,0,0,0,1
-0.6647,1.4060,1,0,0,0
1.0034,-1.0008,0,0,1,0
-0.9425,0.7647,1,0,0,0
-0.9084,-1.3003,0,0,0,1
0.9409,-1.4644,0,0,1,0
-0.9714,-0.5499,0,0,0,1
0.8721,-1.1183,0,0,1,0
-0.9668,0.8509,1,0,0,0
0.8581,0.9428,0,1,0,0
-1.0255,-0.9413,0,0,0,1
0.9102,-1.6352,0,0,1,0
1.8598,-1.2951,0,0,1,0
1.3215,1.2818,0,1,0,0
0.8478,-1.1037,0,0,1,0
-1.1070,1.0553,1,0,0,0
1.0144,0.8344,0,1,0,0
-1.5407,-0.8989,0,0,0,1
-1.1851,1.0528,1,0,0,0
1.0908,0.9485,0,1,0,0
-1.1480,1.2886,1,0,0,0
0.8734,0.7345,0,1,0,0
0.6409,0.9023,0,1,0,0
0.9606,-1.4020,0,0,1,0
0.8831,-1.1334,0,0,1,0
0.6877,-1.3545,0,0,1,0
-0.4836,1.5327,1,0,0,0
1.0570,-0.9851,0,0,1,0
0.8498,1.0673,0,1,0,0
1.4775,0.8436,0,1,0,0
0.6378,-0.9347,0,0,1,0
-1.1902,0.7504,1,0,0,0
-1.0209,1.0549,1,0,0,0
-1.0819,1.1260,1,0,0,0
1.0924,-1.3112,0,0,1,0
-0.7272,-1.1036,0,0,0,1
1.2601,0.8416,0,1,0,0
1.2203,-1.2418,0,0,1,0
-0.7107,0.8953,1,0,0,0
0.7986,0.6673,0,1,0,0
1.4005,-0.8008,0,0,1,0
1.2901,0.2515,0,1,0,0
0.5531,-1.2460,0,0,1,0
1.3462,1.1851,0,1,0,0
1.0206,0.9525,0,1,0,0
-1.1913,1.2077,1,0,0,0
-1.1090,-0.4463,0,0,0,1
1.2538,0.9634,0,1,0,0
-1.7694,1.3457,1,0,0,0
-0.9426,-0.9921,0,0,0,1
-0.9309,-1.1608,0,0,0,1
-1.6833,0.2360,1,0,0,0
-1.0305,-1.3061,0,0,0,1
0.9943,-1.4111,0,0,1,0
-1.2446,-1.2970,0,0,0,1
0.9675,-0.5646,0,0,1,0
0.5167,-0.8623,0,0,1,0
1.2988,0.9066,0,1,0,0
-1.4726,1.0431,1,0,0,0
-0.4133,1.1395,1,0,0,0
-0.9011,-1.1870,0,0,0,1
-0.9410,0.8003,1,0,0,0
-1.4829,0.8373,1,0,0,0
-0.8482,-0.9307,0,0,0,1
-0.9952,1.5035,1,0,0,0
-1.0919,0.8793,1,0,0,0
1.0440,-0.9222,0,0,1,0
1.1300,-0.7571,0,0,1,0
-1.4289,1.2072,1,0,0,0
1.5353,-0.8242,0,0,1,0
0.9491,1.1867,0,1,0,0
0.5755,-0.7118,0,0,1,0
1.0330,-1.0002,0,0,1,0
-1.0507,1.1930,1,0,0,0
1.0098,-1.0849,0,0,1,0
0.8899,-1.0987,0,0,1,0
0.9202,-1.3788,0,0,1,0
-0.4928,0.9433,1,0,0,0
1.0388,-1.4692,0,0,1,0
0.4961,0.9801,0,1,0,0
-0.8467,0.6027,1,0,0,0
-1.1506,-0.8032,0,0,0,1
0.9462,1.2718,0,1,0,0
-0.7112,0.9049,1,0,0,0
1.0888,-0.6360,0,0,1,0
-0.9121,0.3800,1,0,0,0
-0.5562,0.4194,1,0,0,0
-1.3534,1.4435,1,0,0,0
-1.3491,0.9314,1,0,0,0
-1.3493,-0.9615,0,0,0,1
-0.6547,-0.8223,0,0,0,1
0.8173,-1.3799,0,0,1,0
-0.7912,-1.4049,0,0,0,1
1.2108,-1.8051,0,0,1,0
0.7571,-0.8151,0,0,1,0
0.4715,-1.0998,0,0,1,0
-1.5309,0.3284,1,0,0,0
1.5205,-0.9578,0,0,1,0
-0.8671,1.5117,1,0,0,0
1.0648,1.0407,0,1,0,0
0.5435,-1.1161,0,0,1,0
0.6433,1.2268,0,1,0,0
-1.4105,1.1185,1,0,0,0
0.6499,0.7185,0,1,0,0
-1.2486,-0.8210,0,0,0,1
-1.3896,1.3614,1,0,0,0
0.9123,-1.2876,0,0,1,0
1.4972,-0.9927,0,0,1,0
0.7671,-0.6999,0,0,1,0
0.6743,0.9620,0,1,0,0
0.5794,1.3842,0,1,0,0
1.0558,-0.9933,0,0,1,0
0.9544,-1.0425,0,0,1,0
0.7924,-0.9543,0,0,1,0
-1.4559,-0.8616,0,0,0,1
-0.9248,1.3047,1,0,0,0
0.8876,-1.0819,0,0,1,0
-1.0617,-0.5703,0,0,0,1
-0.5342,0.5275,1,0,0,0
-0.8826,-1.3986,0,0,0,1
0.9338,-0.8883,0,0,1,0
0.9902,0.8285,0,1,0,0
-0.8428,1.0981,1,0,0,0
-1.2857,0.8550,1,0,0,0
1.4671,1.3951,0,1,0,0
-1.1412,-0.9768,0,0,0,1
1.2088,0.5345,0,1,0,0
-1.1695,-1.4973,0,0,0,1
0.6450,1.1735,0,1,0,0
-0.8535,1.2314,1,0,0,0
-0.8267,0.9418,1,0,0,0
-0.9780,0.8902,1,0,0,0
