dims:2
classes:4
-0.3521,-0.8989,0,0,0,1
1.1992,-1.6968,0,0,1,0
-0.8480,1.3185,1,0,0,0
0.6143,-0.5105,0,0,1,0
0.8436,1.3060,0,1,0,0
0.5892,1.1452,0,1,0,0
-1.0526,0.4012,1,0,0,0
-1.0862,-0.9901,0,0,0,1
0.8977,1.0239,0,1,0,0
-0.7500,1.8490,1,0,0,0
-1.4237,-1.0007,0,0,0,1
-1.5419,-1.1819,0,0,0,1
-0.8679,-1.4880,0,0,0,1
-0.7935,-0.7851,0,0,0,1
-1.0258,-1.4600,0,0,0,1
-1.2353,1.1444,1,0,0,0
-0.4856,-1.1879,0,0,0,1
-1.8775,1.1921,1,0,0,0
0.9160,-0.8527,0,0,1,0
-1.0094,1.5251,1,0,0,0
1.2622,1.0544,0,1,0,0
-0.9197,-0.7467,0,0,0,1
0.8621,0.5792,0,1,0,0
-0.8796,1.1536,1,0,0,0
-0.8659,-1.0460,0,0,0,1
1.3474,0.9667,0,1,0,0
1.2201,0.8945,0,1,0,0
0.7580,0.7559,0,1,0,0
-1.0177,-0.8384,0,0,0,1
0.7367,-1.0564,0,0,1,0
0.8870,0.4898,0,1,0,0
1.2636,0.6366,0,1,0,0
-0.9167,0.1880,1,0,0,0
-0.8798,0.9703,1,0,0,0
-1.2700,-1.7040,0,0,0,1
-0.7402,-0.8541,0,0,0,1
-1.1216,1.0457,1,0,0,0
1.0608,-1.2009,0,0,1,0
-1.2168,-1.2363,0,0,0,1
1.0176,0.6063,0,1,0,0
0.8372,-1.2198,0,0,1,0
-1.1632,-1.2974,0,0,0,1
-1.2039,-1.0041,0,0,0,1
0.7974,1.4410,0,1,0,0
0.5584,-1.1601,0,0,1,0
1.2421,-1.7659,0,0,1,0
-1.1212,-0.7256,0,0,0,1
-0.9599,1.2063,1,0,0,0
-1.5286,-0.5902,0,0,0,1
-1.5839,0.9547,1,0,0,0
0.8227,-1.0224,0,0,1,0
0.6001,1.0673,0,1,0,0
-1.0804,0.9939,1,0,0,0
0.9623,1.1149,0,1,0,0
0.5229,0.5897,0,1,0,0
0.3834,-1.4830,0,0,1,0
-0.9492,-0.9596,0,0,0,1
1.1247,0.9137,0,1,0,0
-1.4997,0.9927,1,0,0,0
-0.7459,0.8595,1,0,0,0
0.9422,-0.9571,0,0,1,0
-1.1917,0.8122,1,0,0,0
0.6723,-0.7675,0,0,1,0
-0.5938,-1.1676,0,0,0,1
0.6462,-1.0860,0,0,1,0
-0.3696,1.2119,1,0,0,0
1.0808,-0.9504,0,0,1,0
-0.8506,-1.2651,0,0,0,1
1.0851,-1.2295,0,0,1,0
0.7380,-0.7816,0,0,1,0
0.7890,-1.2929,0,0,1,0
1.1908,1.1569,0,1,0,0
-0.6327,1.3791,1,0,0,0
1.4982,1.1060,0,1,0,0
1.1920,1.1412,0,1,0,0
-0.8344,-1.0982,0,0,0,1
-0.7448,1.0674,1,0,0,0
-0.8392,-0.8397,0,0,0,1
-1.1882,0.6985,1,0,0,0
1.1441,1.4623,0,1,0,0
0.6288,-0.8998,0,0,1,0
0.8522,-1.1674,0,0,1,0
1.3016,0.5844,0,1,0,0
-0.9533,0.7439,1,0,0,0
-1.4880,-1.4074,0,0,0,1
-0.9886,-0.8176,0,0,0,1
-0.9549,-1.1743,0,0,0,1
-0.9428,-1.0665,0,0,0,1
1.0267,1.0660,0,1,0,0
0.8379,-1.2110,0,0,1,0
-0.9527,0.6080,1,0,0,0
0.3331,-1.3445,0,0,1,0
-0.4636,1.0924,1,0,0,0
-0.6985,-0.8116,0,0,0,1
-0.6982,0.8073,1,0,0,0
-1.0761,0.8880,1,0,0,0
1.1135,-1.1585,0,0,1,0
1.0786,-1.4670,0,0,1,0
-1.0524,0.7941,1,0,0,0
-1.5785,0.5652,1,0,0,0
-0.9554,0.6937,1,0,0,0
-1.4402,-0.6140,0,0,0,1
0.9324,1.0022,0,1,0,0
1.4319,1.0491,0,1,0,0
1.2237,1.3920,0,1,0,0
1.0329,1.2025,0,1,0,0
0.6460,-1.4030,0,0,1,0
1.4952,-1.2288,0,0,1,0
-1.2012,-1.1932,0,0,0,1
-0.9190,-1.0195,0,0,0,1
0.8260,-1.2151,0,0,1,0
-0.8186,0.8905,1,0,0,0
-1.0380,1.0509,1,0,0,0
1.2210,1.0753,0,1,0,0
0.6028,-0.9190,0,0,1,0
0.6976,-0.5715,0,0,1,0
0.8451,-1.4495,0,0,1,0
-1.4560,-0.9431,0,0,0,1
0.7691,1.1249,0,1,0,0
1.3255,1.5149,0,1,0,0
1.5904,-1.0689,0,0,1,0
-1.5717,-0.8047,0,0,0,1
-0.8502,-1.0609,0,0,0,1
1.2138,1.0369,0,1,0,0
-1.0788,-1.2367,0,0,0,1
-0.9782,1.1404,1,0,0,0
-1.1987,-0.7900,0,0,0,1
1.3042,-1.2730,0,0,1,0
0.7005,-1.3318,0,0,1,0
1.0491,-0.5916,0,0,1,0
-1.1743,0.7932,1,0,0,0
-1.0642,-0.9942,0,0,0,1
-0.8695,1.2463,1,0,0,0
-0.4066,-1.0967,0,0,0,1
-1.1080,-0.7608,0,0,0,1
-1.4966,-0.9996,0,0,0,1
0.3189,-0.9154,0,0,1,0
1.0314,-0.7143,0,0,1,0
-1.2191,-0.7447,0,0,0,1
-1.4278,-0.5563,0,0,0,1
-0.9552,1.0618,1,0,0,0
0.6520,1.3959,0,1,0,0
0.8232,1.2050,0,1,0,0
-1.0263,-1.0081,0,0,0,1
0.2631,-1.0804,0,0,1,0
-1.2088,-0.8630,0,0,0,1
-1.6971,-1.1352,0,0,0,1
-1.6723,0.9226,1,0,0,0
1.0730,1.0488,0,1,0,0
1.4547,-0.7340,0,0,1,0
